,1,6,0,2,3,5,7,8,9,10,11,13,12,4,14
247, Private, Other-service,32,183916, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,34,9,0
248, Private, Tech-support,40,207578, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,1977, United-States,60,12,1
249, Private, Adm-clerical,45,153141, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, ?,40,9,0
250, Private, Prof-specialty,41,112763, Prof-school, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,15,1
251, Private, Adm-clerical,42,390781, Bachelors, Married-civ-spouse, Wife, Black, Female,0,0, United-States,40,13,0
252, Local-gov, Other-service,59,171328, 10th, Widowed, Unmarried, Black, Female,0,0, United-States,30,6,0
253, Local-gov, Adm-clerical,19,27382, Some-college, Never-married, Own-child, White, Male,0,0, United-States,40,10,0
254, Private, Transport-moving,58,259014, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,20,10,0
255, Self-emp-not-inc, Farming-fishing,42,303044, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, Cambodia,40,9,1
256, Private, Other-service,20,117789, HS-grad, Never-married, Own-child, White, Female,0,0, United-States,40,9,0
257, Private, Other-service,32,172579, HS-grad, Separated, Not-in-family, White, Female,0,0, United-States,30,9,0
258, Private, Exec-managerial,45,187666, Assoc-voc, Widowed, Not-in-family, White, Female,0,0, United-States,45,11,0
259, Private, Craft-repair,50,204518, 7th-8th, Divorced, Not-in-family, White, Male,0,0, United-States,40,4,0
260, Private, Prof-specialty,36,150042, Bachelors, Divorced, Own-child, White, Female,0,0, United-States,40,13,0
261, Private, Sales,45,98092, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,9,0
262, Private, Other-service,17,245918, 11th, Never-married, Own-child, White, Male,0,0, United-States,12,7,0
263, Private, Sales,59,146013, Some-college, Married-civ-spouse, Husband, White, Male,4064,0, United-States,40,10,0
264, Private, Craft-repair,26,378322, 11th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,7,0
265, Self-emp-inc, Exec-managerial,37,257295, Some-college, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, Thailand,75,10,1
266, ?, ?,19,218956, Some-college, Never-married, Own-child, White, Male,0,0, Canada,24,10,0
267, Private, Exec-managerial,64,21174, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
268, Private, Prof-specialty,33,185480, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,45,13,0
269, Private, Craft-repair,33,222205, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,9,1
270, Private, Exec-managerial,61,69867, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
271, Private, Other-service,17,191260, 9th, Never-married, Own-child, White, Male,1055,0, United-States,24,5,0
272, Self-emp-not-inc, Farming-fishing,50,30653, Masters, Married-civ-spouse, Husband, White, Male,2407,0, United-States,98,14,0
273, Local-gov, Prof-specialty,27,209109, Masters, Never-married, Own-child, White, Male,0,0, United-States,35,14,0
274, Private, Prof-specialty,30,70377, HS-grad, Divorced, Own-child, White, Female,0,0, United-States,40,9,0
275, Private, Handlers-cleaners,43,477983, HS-grad, Married-civ-spouse, Husband, Black, Male,0,0, United-States,40,9,0
276, Private, Craft-repair,44,170924, Some-college, Married-civ-spouse, Husband, White, Male,7298,0, United-States,40,10,1
277, Private, Exec-managerial,35,190174, Some-college, Never-married, Not-in-family, White, Female,0,0, United-States,40,10,0
278, Private, Tech-support,25,193787, Some-college, Never-married, Own-child, White, Female,0,0, United-States,40,10,0
279, Private, Machine-op-inspct,24,279472, Some-college, Married-civ-spouse, Wife, White, Female,7298,0, United-States,48,10,1
280, Private, Prof-specialty,22,34918, Bachelors, Never-married, Not-in-family, White, Female,0,0, Germany,15,13,0
281, Local-gov, Craft-repair,42,97688, Some-college, Married-civ-spouse, Husband, White, Male,5178,0, United-States,40,10,1
282, Private, Sales,34,175413, Assoc-acdm, Divorced, Unmarried, Black, Female,0,0, United-States,45,12,0
283, Private, Prof-specialty,60,173960, Bachelors, Divorced, Not-in-family, White, Female,0,0, United-States,42,13,0
284, Private, Handlers-cleaners,21,205759, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
285, Federal-gov, Sales,57,425161, Masters, Married-civ-spouse, Husband, White, Male,15024,0, United-States,40,14,1
286, Private, Prof-specialty,41,220531, Prof-school, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,15,1
287, Private, Other-service,50,176609, Some-college, Divorced, Not-in-family, White, Male,0,0, United-States,45,10,0
288, Private, Exec-managerial,25,371987, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,40,13,0
289, Private, Craft-repair,50,193884, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, Ecuador,40,4,0
290, Private, Prof-specialty,36,200352, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,13,0
291, Private, Prof-specialty,31,127595, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,40,9,0
292, Local-gov, Protective-serv,29,220419, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,56,13,0
293, Private, Sales,21,231931, Some-college, Never-married, Own-child, White, Male,0,0, United-States,45,10,0
294, Private, Tech-support,27,248402, Bachelors, Never-married, Unmarried, Black, Female,0,0, United-States,40,13,0
295, Private, Transport-moving,65,111095, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,16,9,0
296, Self-emp-inc, Sales,37,57424, Bachelors, Divorced, Not-in-family, White, Female,0,0, United-States,60,13,0
297, ?, ?,39,157443, Masters, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,3464,0, ?,40,14,0
298, Private, Craft-repair,24,278130, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
299, Private, Sales,38,169469, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,80,9,0
300, Private, Adm-clerical,48,146268, Bachelors, Married-civ-spouse, Husband, White, Male,7688,0, United-States,40,13,1
301, Private, Other-service,21,153718, Some-college, Never-married, Not-in-family, Asian-Pac-Islander, Female,0,0, United-States,25,10,0
302, Private, Transport-moving,31,217460, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,9,1
303, Private, Sales,55,238638, HS-grad, Married-civ-spouse, Husband, White, Male,4386,0, United-States,40,9,1
304, Private, Adm-clerical,24,303296, Some-college, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,0,0, Laos,40,10,0
305, Private, Adm-clerical,43,173321, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,40,9,0
306, Private, Tech-support,26,193945, Assoc-acdm, Never-married, Not-in-family, White, Male,0,0, United-States,45,12,0
307, Private, Prof-specialty,46,83082, Assoc-acdm, Never-married, Not-in-family, White, Female,0,0, United-States,33,12,0
308, Private, Adm-clerical,35,193815, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,12,1
309, Self-emp-inc, Farming-fishing,41,34987, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,54,10,1
310, Private, Sales,26,59306, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,40,13,0
311, Private, Exec-managerial,34,142897, Masters, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,7298,0, Taiwan,35,14,1
312, ?, ?,19,860348, Some-college, Never-married, Own-child, Black, Female,0,0, United-States,25,10,0
313, Self-emp-not-inc, Prof-specialty,36,205607, Bachelors, Divorced, Not-in-family, Black, Female,0,0, United-States,40,13,1
314, Private, Sales,22,199698, Some-college, Never-married, Own-child, White, Male,0,0, United-States,15,10,0
315, Private, Machine-op-inspct,24,191954, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,40,10,0
316, Self-emp-not-inc, Sales,77,138714, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
317, Private, Machine-op-inspct,22,399087, 5th-6th, Married-civ-spouse, Other-relative, White, Female,0,0, Mexico,40,3,0
318, Private, Tech-support,29,423158, Some-college, Never-married, Not-in-family, White, Female,0,0, United-States,40,10,0
319, Private, Other-service,62,159841, HS-grad, Widowed, Not-in-family, White, Female,0,0, United-States,24,9,0
320, Self-emp-not-inc, Exec-managerial,39,174308, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
321, Private, Craft-repair,43,50356, Some-college, Married-civ-spouse, Husband, White, Male,0,1485, United-States,50,10,0
322, Private, Transport-moving,35,186110, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,45,9,0
323, Private, Exec-managerial,29,200381, 11th, Never-married, Not-in-family, White, Female,0,0, United-States,40,7,0
324, Self-emp-not-inc, Craft-repair,76,174309, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,10,14,0
325, Self-emp-not-inc, Farming-fishing,63,78383, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,9,0
326, ?, ?,23,211601, Assoc-voc, Never-married, Own-child, Black, Female,0,0, United-States,15,11,0
327, Private, Prof-specialty,43,187728, Some-college, Married-civ-spouse, Wife, White, Female,0,1887, United-States,50,10,1
328, Self-emp-not-inc, Handlers-cleaners,58,321171, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
329, Private, Transport-moving,66,127921, HS-grad, Never-married, Not-in-family, White, Male,2050,0, United-States,55,9,0
330, Private, Craft-repair,41,206565, Some-college, Never-married, Not-in-family, Black, Male,0,0, United-States,45,10,0
331, Private, Adm-clerical,26,224563, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,40,13,0
332, Private, Other-service,47,178686, Assoc-voc, Never-married, Not-in-family, White, Male,0,0, United-States,40,11,0
333, Local-gov, Adm-clerical,55,98545, 10th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,6,0
334, Private, Transport-moving,53,242606, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
335, Private, Other-service,17,270942, 5th-6th, Never-married, Other-relative, White, Male,0,0, Mexico,48,3,0
336, Private, Craft-repair,30,94235, HS-grad, Never-married, Other-relative, White, Male,0,0, United-States,40,9,0
337, Private, Prof-specialty,49,71195, Masters, Never-married, Not-in-family, White, Male,0,0, United-States,60,14,0
338, Private, Sales,19,104112, HS-grad, Never-married, Unmarried, Black, Male,0,0, Haiti,30,9,0
339, Private, Other-service,45,261192, HS-grad, Married-civ-spouse, Husband, Black, Male,0,0, United-States,40,9,0
340, Private, Sales,26,94936, Assoc-acdm, Never-married, Not-in-family, White, Male,0,0, United-States,40,12,0
341, Private, Craft-repair,38,296478, Assoc-voc, Married-civ-spouse, Husband, White, Male,7298,0, United-States,40,11,1
342, State-gov, Protective-serv,36,119272, HS-grad, Married-civ-spouse, Husband, White, Male,7298,0, United-States,40,9,1
343, Private, Farming-fishing,33,85043, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,20,9,0
344, State-gov, Protective-serv,22,293364, Some-college, Never-married, Own-child, Black, Female,0,0, United-States,40,10,0
345, Self-emp-not-inc, Sales,43,241895, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,42,13,0
346, ?, ?,67,36135, 11th, Married-civ-spouse, Husband, White, Male,0,0, United-States,8,7,0
347, ?, ?,30,151989, Assoc-voc, Divorced, Unmarried, White, Female,0,0, United-States,40,11,0
348, Private, Other-service,56,101128, Assoc-acdm, Married-spouse-absent, Not-in-family, White, Male,0,0, Iran,25,12,0
349, Private, Prof-specialty,31,156464, Bachelors, Never-married, Own-child, White, Male,0,0, United-States,25,13,0
350, Private, Exec-managerial,33,117963, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
351, Private, Other-service,26,192262, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
352, Private, Exec-managerial,33,111363, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
353, Local-gov, Transport-moving,46,329752, 11th, Married-civ-spouse, Husband, White, Male,0,0, United-States,30,7,0
354, ?, ?,59,372020, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
355, Federal-gov, Adm-clerical,38,95432, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
356, Private, Other-service,65,161400, 11th, Widowed, Unmarried, Other, Male,0,0, United-States,40,7,0
357, Private, Tech-support,40,96129, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
358, Private, Adm-clerical,42,111949, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,35,9,0
359, Self-emp-not-inc, Craft-repair,26,117125, 9th, Married-civ-spouse, Husband, White, Male,0,0, Portugal,40,5,0
360, Private, Other-service,36,348022, 10th, Married-civ-spouse, Wife, White, Female,0,0, United-States,24,6,0
361, Private, Prof-specialty,62,270092, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,14,1
362, Private, Transport-moving,43,180609, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,13,0
363, Private, Exec-managerial,43,174575, Bachelors, Divorced, Not-in-family, White, Male,0,1564, United-States,45,13,1
364, Private, Sales,22,410439, HS-grad, Married-spouse-absent, Not-in-family, White, Male,0,0, United-States,55,9,0
365, Private, Craft-repair,28,92262, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
366, Self-emp-not-inc, Sales,56,183081, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,10,0
367, Private, Sales,22,362589, Assoc-acdm, Never-married, Not-in-family, White, Female,0,0, United-States,15,12,0
368, Private, Exec-managerial,57,212448, Bachelors, Divorced, Not-in-family, White, Female,0,0, United-States,45,13,1
369, Private, Sales,39,481060, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,40,9,0
370, Federal-gov, Adm-clerical,26,185885, Some-college, Never-married, Unmarried, White, Female,0,0, United-States,15,10,0
371, Private, Other-service,17,89821, 11th, Never-married, Own-child, White, Male,0,0, United-States,10,7,0
372, State-gov, Machine-op-inspct,40,184018, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,38,11,1
373, Private, Machine-op-inspct,45,256649, HS-grad, Married-civ-spouse, Husband, Black, Male,0,0, United-States,40,9,0
374, Private, Craft-repair,44,160323, HS-grad, Never-married, Not-in-family, Black, Male,0,0, United-States,40,9,0
375, Local-gov, Adm-clerical,20,350845, Some-college, Never-married, Own-child, White, Female,0,0, United-States,10,10,0
376, Private, Craft-repair,33,267404, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,9,0
377, Private, Sales,23,35633, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,40,10,0
378, Self-emp-not-inc, Exec-managerial,46,80914, Masters, Divorced, Not-in-family, White, Male,0,0, United-States,30,14,0
379, Private, Sales,38,172927, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,9,0
380, Private, Transport-moving,54,174319, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,40,9,0
381, Private, Craft-repair,46,214955, 5th-6th, Divorced, Not-in-family, White, Female,0,2339, United-States,45,3,0
382, Private, Craft-repair,25,344991, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
383, Private, Sales,46,108699, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,40,10,0
384, Local-gov, Transport-moving,36,117312, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,10,0
385, Private, Other-service,23,396099, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,25,9,0
386, Private, Machine-op-inspct,29,134152, HS-grad, Separated, Not-in-family, White, Male,0,0, United-States,40,9,0
387, Private, Adm-clerical,44,162028, Some-college, Married-civ-spouse, Wife, White, Female,0,2415, United-States,6,10,1
388, Private, Adm-clerical,19,25429, Some-college, Never-married, Own-child, White, Female,0,0, United-States,16,10,0
